Name,Type,Breed,Age,Color,Shelter Name,Shelter City,Shelter State,Adoption Date
Amanda,Dog,Rottweiler,5,Blue,Furever Friends Sanctuary,Ryanside,Massachusetts,05/30/24 11:19:28
Angela,Cat,Persian,2,Gray,Whiskers and Tails Sanctuary,Aprilton,Rhode Island,05/30/24 11:34:53
Ashley,Dog,Boxer,9,Golden,Wagging Tails Shelter,Michaelborough,Virginia,05/30/24 11:54:08
Catherine,Cat,Abyssinian,8,Golden,Barks and Meows Haven,New Raymondfurt,Hawaii,05/30/24 11:57:01
Melissa,Cat,Abyssinian,4,Blue,Paws and Claws Shelter,Lake Timothy,Kentucky,05/30/24 12:32:58
Megan,Cat,Scottish Fold,14,Red,Fur-Ever Homes Shelter,Alejandrabury,Tennessee,05/30/24 12:35:21
Christian,Dog,Labrador Retriever,2,White,Whiskers and Tails Sanctuary,Philipfort,Nebraska,05/30/24 12:38:24
Amber,Cat,Persian,13,Brown,Whiskers and Tails Sanctuary,North Marktown,Oregon,05/30/24 12:38:59
Tony,Dog,Dachshund,7,White,Animal Haven Rescue,Charlesstad,Kentucky,05/30/24 12:53:52
Rebecca,Dog,Dachshund,14,Red,Loving Paws Rescue,Edwardsland,Idaho,05/30/24 13:26:17
Victor,Cat,Ragdoll,12,Golden,Second Chance Animal Shelter,Lake Melanieton,Missouri,05/30/24 13:39:35
Isabel,Cat,Abyssinian,9,Striped,Furry Companions Shelter,Lake Melaniechester,Michigan,05/30/24 14:02:02
Tiffany,Cat,Ragdoll,13,Gray,Furever Friends Sanctuary,East Lisa,Louisiana,05/30/24 14:16:15
Samuel,Cat,Sphynx,7,Golden,Paws and Claws Shelter,West Amber,Louisiana,05/30/24 14:36:55
Justin,Dog,Boxer,11,Spotted,Furry Friends Haven,North Daniel,Alaska,05/30/24 14:52:14
Erin,Cat,Abyssinian,13,Golden,Whiskers and Tails Sanctuary,Port David,Connecticut,05/30/24 14:53:23
Emily,Cat,Oriental Shorthair,7,Cream,Happy Paws Rescue,Veronicamouth,New Mexico,05/30/24 14:57:22
Sarah,Cat,Maine Coon,13,Gray,Rescue Me Animal Shelter,South Chad,Minnesota,05/30/24 15:15:10
Jordan,Cat,Persian,13,Golden,Paws and Claws Shelter,Emilybury,Michigan,05/30/24 15:49:28
John,Dog,Labrador Retriever,2,Spotted,Safe Haven Animal Shelter,South Barbarafurt,Arkansas,05/30/24 15:59:45
Corey,Cat,British Shorthair,12,Black,Wagging Tails Shelter,North Beckyview,Virginia,05/30/24 16:16:36
Mary,Dog,Labrador Retriever,3,Black,Fur-Ever Homes Shelter,South Rebeccaton,New Jersey,05/30/24 16:50:10
Sara,Cat,Maine Coon,8,Black,Happy Paws Rescue,Fowlerhaven,Texas,05/30/24 17:26:33
Rachel,Dog,Bulldog,13,Cream,Furry Companions Shelter,West Sheila,New York,05/30/24 17:27:06
Lynn,Dog,Poodle,1,White,Second Chance Animal Shelter,Reedport,Oregon,05/30/24 17:43:59
Logan,Cat,Siamese,12,Red,Pet Haven Rescue,Willisbury,Louisiana,05/30/24 18:04:10
Jorge,Dog,German Shepherd,2,Striped,Four-Legged Friends Rescue,New Mark,Vermont,05/30/24 18:05:11
Tom,Dog,Labrador Retriever,14,Spotted,Faithful Friends Animal Shelter,Adamsburgh,Nevada,05/30/24 19:02:33
David,Dog,Boxer,3,Cream,Whiskers and Tails Sanctuary,West Devon,Mississippi,05/30/24 19:12:07
Cole,Dog,Poodle,8,Black,Second Chance Animal Shelter,Roberttown,West Virginia,05/30/24 19:32:44
Gabrielle,Dog,Dachshund,5,Cream,Hopeful Hearts Animal Shelter,Smithberg,Virginia,05/30/24 19:41:00
Jonathan,Dog,Beagle,3,Golden,Pet Haven Rescue,Evansshire,Alabama,05/30/24 19:43:45
Matthew,Cat,Persian,15,Red,Paws and Claws Shelter,East Edgarport,Utah,05/30/24 19:48:17
Debra,Cat,Scottish Fold,14,Cream,Pawsitive Outcomes Rescue,Parkermouth,New York,05/30/24 19:53:52
James,Dog,German Shepherd,3,Cream,Hopeful Hearts Animal Shelter,Davidsonstad,Missouri,05/30/24 19:54:22
Levi,Dog,Bulldog,8,Brown,Faithful Friends Animal Shelter,Cohenborough,Idaho,05/30/24 20:07:51
Timothy,Cat,Oriental Shorthair,1,Spotted,Happy Paws Rescue,Griffithshire,Kentucky,05/30/24 20:29:04
Shari,Dog,Beagle,3,Spotted,Faithful Friends Animal Shelter,Derekmouth,Alaska,05/30/24 21:06:56
Joyce,Dog,Beagle,4,Blue,Faithful Friends Animal Shelter,North Rachelport,Wyoming,05/30/24 21:37:24
Craig,Cat,Birman,13,Cream,Pet Haven Rescue,South Carrie,Louisiana,05/30/24 21:40:24
Julie,Dog,Dachshund,6,Black,Four-Legged Friends Rescue,Amymouth,Rhode Island,05/30/24 21:49:12
Jason,Dog,Boxer,2,Golden,Second Chance Animal Shelter,Donaldland,Arkansas,05/30/24 22:00:26
Michael,Cat,Persian,14,Striped,Furever Friends Sanctuary,Port Diamondfort,Nevada,05/30/24 22:35:28
Gregory,Cat,Siamese,7,Black,Cuddle Buddies Rescue,West James,Colorado,05/30/24 23:20:23
Denise,Dog,Poodle,1,Blue,Loving Paws Rescue,Jenkinsburgh,Nebraska,05/30/24 23:30:27
Lance,Dog,Beagle,3,Blue,Safe Haven Animal Shelter,Angelafurt,Delaware,05/30/24 23:38:56
Andrea,Cat,Sphynx,6,Golden,Furry Companions Shelter,Port David,Vermont,05/30/24 23:43:30
Jared,Dog,Yorkshire Terrier,13,Blue,Safe Haven Animal Shelter,Moranberg,New York,05/30/24 23:50:09
Kimberly,Dog,Poodle,1,Gray,Wagging Tails Shelter,New Calebside,North Carolina,05/31/24 00:38:29
Amy,Dog,Yorkshire Terrier,14,Striped,Pet Haven Rescue,Nicholasborough,Rhode Island,05/31/24 00:38:49
Amber,Dog,Poodle,7,White,Rescue Me Animal Shelter,South Jasonland,Florida,05/31/24 01:23:24
Reginald,Cat,Oriental Shorthair,9,Striped,Furry Companions Shelter,South Candace,Tennessee,05/31/24 01:36:23
Ian,Dog,Yorkshire Terrier,4,Blue,Loving Paws Rescue,Ralphchester,Louisiana,05/31/24 02:04:09
Rodney,Dog,Labrador Retriever,2,Brown,Furry Friends Haven,Lowechester,Alabama,05/31/24 02:39:04
Kimberly,Cat,Ragdoll,8,Black,Furry Friends Haven,Lake Kennethtown,Illinois,05/31/24 02:55:26
Thomas,Cat,Scottish Fold,4,Brown,Furry Companions Shelter,South Aaron,Florida,05/31/24 03:01:33
Roberta,Cat,Persian,13,Brown,Pet Haven Rescue,Murphychester,Missouri,05/31/24 03:06:20
Brianna,Dog,Poodle,4,Brown,Safe Haven Animal Shelter,Crystalborough,Wyoming,05/31/24 03:44:58
David,Cat,Scottish Fold,12,Spotted,Barks and Meows Haven,Port Cherylshire,Michigan,05/31/24 03:46:15
Michael,Cat,Scottish Fold,13,Striped,Safe Haven Animal Shelter,Port James,Maryland,05/31/24 03:55:23
Christopher,Dog,Poodle,5,Golden,Furry Friends Haven,Edwardtown,Wisconsin,05/31/24 04:14:29
Amber,Dog,Bulldog,2,Red,Barks and Meows Haven,New Luisview,Louisiana,05/31/24 04:23:42
Deborah,Dog,Poodle,10,Red,Hopeful Hearts Animal Shelter,Davisborough,Illinois,05/31/24 04:40:03
Stephen,Dog,Golden Retriever,9,White,Cuddle Buddies Rescue,Lake Patricia,Maryland,05/31/24 04:49:34
Latoya,Cat,British Shorthair,7,Gray,Pawsitive Outcomes Rescue,Sarahstad,Kansas,05/31/24 04:52:30
Garrett,Cat,Birman,9,Spotted,Pet Haven Rescue,Port Territown,Indiana,05/31/24 05:08:25
Nicole,Cat,Siamese,15,Gray,Cuddle Buddies Rescue,East Amberside,Louisiana,05/31/24 06:14:34
Elizabeth,Cat,British Shorthair,8,Red,Barks and Meows Haven,Lake Danafurt,Maryland,05/31/24 06:22:13
Tristan,Dog,Labrador Retriever,10,Brown,Second Chance Animal Shelter,North Alison,Florida,05/31/24 06:24:43
Danielle,Dog,German Shepherd,5,Brown,Cuddle Buddies Rescue,Patriciaberg,Nebraska,05/31/24 06:36:06
Robert,Cat,Maine Coon,7,Golden,Pet Haven Rescue,Randyport,Delaware,05/31/24 07:34:59
Adam,Cat,British Shorthair,9,Spotted,Pawsitive Outcomes Rescue,South Joshuafurt,Idaho,05/31/24 08:07:12
Kristen,Cat,Persian,7,Striped,Hopeful Hearts Animal Shelter,Dawnport,Michigan,05/31/24 08:26:57
Natalie,Dog,Golden Retriever,6,White,Four-Legged Friends Rescue,Paulaview,Nebraska,05/31/24 08:52:38
Victoria,Dog,Labrador Retriever,1,Golden,Cuddle Buddies Rescue,North Jennifermouth,Wyoming,05/31/24 09:26:40
Teresa,Cat,Scottish Fold,10,Black,Furry Friends Haven,Williamsmouth,South Dakota,05/31/24 09:41:53
Patricia,Dog,Boxer,8,Gray,Cuddle Buddies Rescue,Lake John,Nebraska,05/31/24 10:44:41
Sarah,Cat,Birman,1,Gray,Wagging Tails Shelter,Port Mirandaberg,Massachusetts,05/31/24 10:48:34
Carol,Dog,Poodle,7,Black,Fur-Ever Homes Shelter,Lake Jacquelineshire,South Carolina,05/31/24 12:16:55
Kristen,Cat,Maine Coon,11,Striped,Safe Haven Animal Shelter,Lake Jenniferview,New Mexico,05/31/24 12:40:30
Roger,Cat,Birman,5,Black,Pet Haven Rescue,Duncantown,Minnesota,05/31/24 12:40:34
David,Dog,Rottweiler,8,Red,Second Chance Animal Shelter,Christianmouth,Illinois,05/31/24 12:42:08
Amy,Dog,Bulldog,14,Brown,Faithful Friends Animal Shelter,Jacobtown,Georgia,05/31/24 12:43:34
William,Cat,Siamese,12,Blue,Paws and Claws Shelter,West Kristen,Illinois,05/31/24 12:52:33
William,Cat,Persian,12,White,Four-Legged Friends Rescue,Richardsside,Wisconsin,05/31/24 13:26:36
Donna,Cat,Maine Coon,11,White,Whiskers and Tails Sanctuary,Frankchester,Alabama,05/31/24 13:39:14
Lauren,Cat,Ragdoll,5,Red,Wagging Tails Shelter,Jillianbury,Wisconsin,05/31/24 14:34:02
Tina,Cat,British Shorthair,10,Black,Pawsitive Outcomes Rescue,Barrettview,Arizona,05/31/24 14:42:46
Andrew,Dog,Beagle,6,White,Cuddle Buddies Rescue,Brownmouth,New Hampshire,05/31/24 15:42:44
Elizabeth,Dog,German Shepherd,12,Red,Safe Haven Animal Shelter,Justinborough,Oregon,05/31/24 15:46:54
William,Cat,Sphynx,5,Brown,Four-Legged Friends Rescue,New Hannahburgh,Michigan,05/31/24 15:56:42
Nicole,Dog,Poodle,3,Striped,Cuddle Buddies Rescue,South James,Wyoming,05/31/24 16:07:42
Lisa,Dog,Rottweiler,9,White,Animal Haven Rescue,Diazmouth,Massachusetts,05/31/24 16:20:40
Veronica,Cat,Birman,6,Black,Cuddle Buddies Rescue,Carpenterfurt,New Jersey,05/31/24 16:40:34
Timothy,Dog,Yorkshire Terrier,15,Blue,Happy Paws Rescue,East Matthewport,New Mexico,05/31/24 16:53:17
Jasmine,Dog,Beagle,15,Red,Loving Paws Rescue,Lake Dylan,South Dakota,05/31/24 17:18:07
Elizabeth,Cat,British Shorthair,7,Cream,Pet Haven Rescue,Michelleshire,New Mexico,05/31/24 17:29:46
Amy,Cat,Abyssinian,14,Red,Loving Paws Rescue,New Shane,Oklahoma,05/31/24 17:59:53
Allen,Dog,German Shepherd,2,Striped,Happy Paws Rescue,West Margaretton,Massachusetts,05/31/24 18:00:54
Katherine,Dog,Yorkshire Terrier,6,Gray,Paws and Claws Shelter,Lake Katherinechester,Montana,05/31/24 18:03:35
Laura,Dog,Bulldog,5,White,Faithful Friends Animal Shelter,Port Christine,Vermont,05/31/24 18:54:32
Michael,Dog,Labrador Retriever,9,Black,Rescue Me Animal Shelter,Kaylafurt,New Jersey,05/31/24 18:58:36
Philip,Cat,Ragdoll,7,Red,Furever Friends Sanctuary,Christianmouth,South Carolina,05/31/24 19:07:42
Melinda,Cat,Persian,2,Gray,Happy Paws Rescue,East Lisaberg,Oklahoma,05/31/24 19:23:30
Sarah,Cat,Sphynx,3,Cream,Wagging Tails Shelter,New Christian,Alabama,05/31/24 19:41:50
Daniel,Dog,Dachshund,13,Golden,Pawsitive Outcomes Rescue,South Amy,Hawaii,05/31/24 19:48:09
Amanda,Cat,Siamese,7,Black,Animal Haven Rescue,Lake Charlesside,Utah,05/31/24 19:53:17
Marcus,Dog,Labrador Retriever,15,White,Animal Haven Rescue,Lake Patricia,New Jersey,05/31/24 19:55:53
Andrew,Dog,Bulldog,3,Black,Whiskers and Tails Sanctuary,North Jordan,Nevada,05/31/24 20:10:20
Natalie,Dog,Labrador Retriever,1,Brown,Second Chance Animal Shelter,Wilsonmouth,South Dakota,05/31/24 20:33:38
Gerald,Cat,British Shorthair,12,Red,Animal Haven Rescue,Andersonville,North Dakota,05/31/24 20:50:51
Courtney,Dog,Beagle,12,Red,Cuddle Buddies Rescue,South Felicia,Illinois,05/31/24 21:04:12
Jamie,Dog,Boxer,13,Golden,Furry Friends Haven,Albertview,South Carolina,05/31/24 22:07:37
Lisa,Cat,Abyssinian,11,Gray,Loving Paws Rescue,Lake Jason,New Jersey,05/31/24 23:05:32
Courtney,Dog,Rottweiler,8,Striped,Wagging Tails Shelter,Lake Leon,Alaska,05/31/24 23:16:43
Andrew,Cat,Abyssinian,13,Red,Wagging Tails Shelter,Port Lisa,Wisconsin,05/31/24 23:17:38
Diana,Cat,Persian,8,Spotted,Loving Paws Rescue,Copelandstad,Washington,05/31/24 23:33:15
Derek,Dog,Poodle,8,Red,Barks and Meows Haven,Tyroneton,Indiana,05/31/24 23:48:11
Anthony,Cat,Scottish Fold,12,Black,Faithful Friends Animal Shelter,New Jason,Ohio,06/01/24 00:03:31
Mark,Cat,Sphynx,12,Blue,Furry Companions Shelter,Amymouth,Alabama,06/01/24 00:03:53
April,Cat,Birman,6,Black,Pet Haven Rescue,Lake Patrick,Vermont,06/01/24 00:07:55
Kimberly,Dog,Poodle,4,Striped,Faithful Friends Animal Shelter,Duranmouth,New Hampshire,06/01/24 00:08:12
Mark,Cat,Birman,5,Striped,Furry Companions Shelter,New Nicholas,Connecticut,06/01/24 00:10:52
Isabella,Cat,Ragdoll,14,Cream,Second Chance Animal Shelter,South Shelley,Minnesota,06/01/24 00:12:53
Emily,Cat,Persian,8,Cream,Safe Haven Animal Shelter,Lake Tamara,Massachusetts,06/01/24 00:32:45
Katelyn,Cat,British Shorthair,12,Cream,Safe Haven Animal Shelter,North David,California,06/01/24 00:41:30
Justin,Dog,Golden Retriever,6,Gray,Animal Haven Rescue,South Shawn,Maryland,06/01/24 01:03:43
Sandra,Dog,Poodle,15,White,Pet Haven Rescue,North Laurenbury,Rhode Island,06/01/24 01:28:53
Marissa,Cat,Maine Coon,13,Black,Faithful Friends Animal Shelter,Floydside,Maine,06/01/24 01:39:47
Rhonda,Dog,German Shepherd,5,Black,Rescue Me Animal Shelter,Samuelside,Iowa,06/01/24 01:44:40
Alyssa,Cat,Persian,5,Spotted,Faithful Friends Animal Shelter,Stevenberg,Oregon,06/01/24 02:00:51
Kyle,Cat,Siamese,15,White,Barks and Meows Haven,South Devon,Washington,06/01/24 02:08:33
Susan,Dog,Bulldog,9,Gray,Furry Friends Haven,Lake April,Mississippi,06/01/24 02:13:43
Jacob,Dog,Rottweiler,11,Brown,Paws and Claws Shelter,Woodsland,Nebraska,06/01/24 02:36:52
Matthew,Cat,Siamese,8,Black,Faithful Friends Animal Shelter,New Georgefort,Oklahoma,06/01/24 02:45:21
Mary,Cat,Sphynx,1,Striped,Wagging Tails Shelter,Ryanmouth,Utah,06/01/24 02:50:09
Stephanie,Cat,British Shorthair,3,Golden,Pet Haven Rescue,North Benjamin,Wisconsin,06/01/24 02:55:55
Tracey,Dog,German Shepherd,14,Brown,Fur-Ever Homes Shelter,Abigailville,Indiana,06/01/24 03:24:08
Joshua,Dog,German Shepherd,8,Golden,Happy Paws Rescue,New Jonathanview,Rhode Island,06/01/24 04:25:15
Robert,Dog,Beagle,8,Blue,Cuddle Buddies Rescue,Port Kevinbury,Utah,06/01/24 04:33:22
Brian,Dog,Yorkshire Terrier,2,Striped,Hopeful Hearts Animal Shelter,East Jennifer,Colorado,06/01/24 04:34:36
Jacqueline,Cat,British Shorthair,2,Red,Furry Companions Shelter,Port Mark,Ohio,06/01/24 04:46:10
Samantha,Dog,Poodle,8,Spotted,Wagging Tails Shelter,Matthewhaven,Arkansas,06/01/24 06:16:33
Crystal,Dog,Poodle,15,Gray,Loving Paws Rescue,Kristaview,Mississippi,06/01/24 06:47:39
Elizabeth,Dog,Boxer,13,Spotted,Furry Companions Shelter,East Michele,Oklahoma,06/01/24 06:54:24
John,Dog,Golden Retriever,14,Golden,Paws and Claws Shelter,Jefferyfurt,West Virginia,06/01/24 06:58:42
Aaron,Cat,Sphynx,3,Red,Rescue Me Animal Shelter,Lake Kendraborough,Mississippi,06/01/24 07:31:13
Brandon,Dog,Labrador Retriever,8,Striped,Rescue Me Animal Shelter,Port Ashleytown,Alabama,06/01/24 07:44:58
Julie,Dog,Bulldog,12,White,Faithful Friends Animal Shelter,Priceville,Minnesota,06/01/24 07:53:42
Gina,Dog,Rottweiler,2,Spotted,Four-Legged Friends Rescue,New Thomasborough,Wyoming,06/01/24 08:21:21
Sarah,Cat,Maine Coon,7,Blue,Cuddle Buddies Rescue,Clayborough,Missouri,06/01/24 08:51:34
William,Cat,Siamese,4,Gray,Loving Paws Rescue,East Robertview,Georgia,06/01/24 08:52:58
Jonathan,Dog,Golden Retriever,7,Gray,Faithful Friends Animal Shelter,Rodriguezton,Indiana,06/01/24 08:53:47
Margaret,Dog,Beagle,4,White,Loving Paws Rescue,West Adamside,Wisconsin,06/01/24 08:57:42
Samantha,Dog,Beagle,11,Blue,Whiskers and Tails Sanctuary,Lake Kyle,North Carolina,06/01/24 09:22:38
Samantha,Dog,Yorkshire Terrier,14,Cream,Pet Haven Rescue,Larsonshire,Wyoming,06/01/24 09:28:43
Samantha,Dog,Labrador Retriever,6,Red,Fur-Ever Homes Shelter,West Autumnburgh,Wyoming,06/01/24 09:48:57
Mary,Dog,Boxer,3,Blue,Rescue Me Animal Shelter,South Jessica,Alaska,06/01/24 10:02:05
Nicole,Cat,Persian,5,Striped,Pet Haven Rescue,Ryantown,Louisiana,06/01/24 10:26:19
Michael,Dog,Beagle,11,Brown,Pawsitive Outcomes Rescue,Lake Christina,Maryland,06/01/24 10:52:24
Olivia,Dog,Rottweiler,5,Cream,Faithful Friends Animal Shelter,Davilachester,Oklahoma,06/01/24 10:54:32
Heidi,Dog,Yorkshire Terrier,15,Red,Furever Friends Sanctuary,Millerview,Minnesota,06/01/24 11:12:56
Karina,Cat,Ragdoll,15,Blue,Faithful Friends Animal Shelter,Taylorton,Louisiana,06/01/24 11:35:28
John,Cat,Siamese,6,Gray,Pet Haven Rescue,Lake Benjaminborough,Connecticut,06/01/24 11:36:56
Susan,Cat,Maine Coon,1,Cream,Hopeful Hearts Animal Shelter,Christopherside,Minnesota,06/01/24 11:42:18
Joseph,Dog,Boxer,1,Blue,Loving Paws Rescue,Williamhaven,Illinois,06/01/24 11:56:33
Melissa,Cat,Birman,10,Cream,Furry Companions Shelter,New Richardmouth,Vermont,06/01/24 11:57:13
Richard,Dog,Labrador Retriever,4,Brown,Pawsitive Outcomes Rescue,East Wendy,Arizona,06/01/24 12:25:26
Bradley,Cat,Ragdoll,9,White,Cuddle Buddies Rescue,New Thomasland,North Carolina,06/01/24 12:42:15
Nicole,Dog,Yorkshire Terrier,12,Spotted,Faithful Friends Animal Shelter,East Darrenborough,Missouri,06/01/24 12:47:00
Ashley,Cat,Siamese,13,White,Pet Haven Rescue,Lake Andrew,Texas,06/01/24 13:03:30
Jason,Cat,Abyssinian,10,Cream,Four-Legged Friends Rescue,Johnsonbury,Arkansas,06/01/24 13:11:03
Jaime,Cat,Abyssinian,12,Blue,Fur-Ever Homes Shelter,North Meghanhaven,California,06/01/24 13:11:09
Elizabeth,Dog,Beagle,8,Black,Furry Companions Shelter,Erinchester,Wisconsin,06/01/24 13:18:28
Jared,Cat,Persian,4,Spotted,Furever Friends Sanctuary,Dennishaven,Michigan,06/01/24 13:20:49
Teresa,Dog,Poodle,4,Striped,Hopeful Hearts Animal Shelter,Charleston,South Dakota,06/01/24 14:16:45
Daniel,Dog,German Shepherd,6,White,Paws and Claws Shelter,Jerryville,Oregon,06/01/24 14:20:45
Jennifer,Dog,Poodle,8,Brown,Whiskers and Tails Sanctuary,Isabelview,North Carolina,06/01/24 14:54:13
Thomas,Dog,Yorkshire Terrier,12,Spotted,Furry Friends Haven,Port Michaelchester,Utah,06/01/24 14:55:56
Gabriel,Cat,Siamese,12,Blue,Faithful Friends Animal Shelter,New Kennethton,Washington,06/01/24 15:04:37
Kristin,Cat,Siamese,14,White,Furry Companions Shelter,Deannashire,West Virginia,06/01/24 15:10:02
Ann,Dog,Labrador Retriever,1,Striped,Furever Friends Sanctuary,South Walterfurt,Arkansas,06/01/24 15:15:04
Mary,Cat,Maine Coon,15,Cream,Happy Paws Rescue,Nicholechester,Oklahoma,06/01/24 15:27:15
David,Cat,Maine Coon,11,Brown,Pet Haven Rescue,East Vickifort,Alabama,06/01/24 15:33:50
Gary,Cat,Ragdoll,4,Golden,Cuddle Buddies Rescue,North Melanieborough,Alaska,06/01/24 15:36:44
Hannah,Cat,British Shorthair,14,Gray,Loving Paws Rescue,North Kerry,South Carolina,06/01/24 15:49:08
Ronnie,Cat,Ragdoll,11,White,Animal Haven Rescue,Annatown,Wyoming,06/01/24 15:50:27
Katie,Dog,Poodle,5,Striped,Barks and Meows Haven,Stephanietown,New York,06/01/24 15:55:49
Katherine,Dog,Yorkshire Terrier,3,Cream,Barks and Meows Haven,East Hunter,Missouri,06/01/24 16:20:53
Sarah,Dog,Poodle,3,White,Paws and Claws Shelter,Grahamberg,Utah,06/01/24 16:28:51
Natasha,Cat,Birman,10,Blue,Animal Haven Rescue,Nicoleland,Virginia,06/01/24 16:31:56
Laurie,Cat,Sphynx,8,Blue,Second Chance Animal Shelter,East Karen,Washington,06/01/24 16:37:11
Shane,Dog,Bulldog,11,Gray,Wagging Tails Shelter,Garyland,Virginia,06/01/24 16:50:31
Dawn,Dog,Poodle,13,Blue,Animal Haven Rescue,Port Annaland,Kentucky,06/01/24 16:51:05
Vanessa,Dog,Beagle,7,Golden,Faithful Friends Animal Shelter,Port Tammyshire,Delaware,06/01/24 17:31:33
Donna,Dog,Labrador Retriever,8,Gray,Wagging Tails Shelter,North David,Nebraska,06/01/24 17:47:33
Brian,Cat,Scottish Fold,5,Red,Animal Haven Rescue,Brownchester,Oregon,06/01/24 17:59:57
David,Cat,Abyssinian,3,White,Rescue Me Animal Shelter,New Ronald,New Mexico,06/01/24 18:14:07
Crystal,Dog,German Shepherd,4,Cream,Faithful Friends Animal Shelter,Matthewchester,Massachusetts,06/01/24 18:19:10
Laura,Cat,Scottish Fold,15,White,Safe Haven Animal Shelter,Lake Ashley,Oklahoma,06/01/24 18:24:23
Teresa,Cat,Oriental Shorthair,9,Brown,Furever Friends Sanctuary,Lambertport,Missouri,06/01/24 18:39:00
Anthony,Dog,Rottweiler,9,Spotted,Four-Legged Friends Rescue,South Jacobburgh,Colorado,06/01/24 19:13:05
Cindy,Dog,Labrador Retriever,12,Black,Wagging Tails Shelter,New Stephanie,North Dakota,06/01/24 19:26:59
Shawn,Cat,Siamese,6,White,Furry Friends Haven,Port Kyle,New York,06/01/24 19:33:49
Debra,Dog,Bulldog,10,Spotted,Four-Legged Friends Rescue,Victoriahaven,Utah,06/01/24 19:38:30
Rachael,Cat,Abyssinian,4,Blue,Animal Haven Rescue,Lake Jasmine,Colorado,06/01/24 20:05:07
Kim,Cat,Scottish Fold,1,White,Fur-Ever Homes Shelter,Douglasstad,Arizona,06/01/24 20:08:05
Dalton,Dog,Dachshund,1,White,Barks and Meows Haven,Lake Jimmy,Virginia,06/01/24 20:46:46
Valerie,Cat,Sphynx,10,Black,Safe Haven Animal Shelter,Wallton,Michigan,06/01/24 20:58:38
Wayne,Dog,Rottweiler,6,Golden,Pawsitive Outcomes Rescue,Youngville,Rhode Island,06/01/24 21:34:14
Abigail,Dog,Poodle,4,Cream,Rescue Me Animal Shelter,Brookeside,Kentucky,06/01/24 22:26:53
Laura,Dog,Boxer,9,Black,Pawsitive Outcomes Rescue,Brianmouth,Texas,06/01/24 22:37:55
Valerie,Dog,Boxer,2,Black,Paws and Claws Shelter,South Albertfort,West Virginia,06/01/24 22:40:10
Austin,Dog,Bulldog,13,Gray,Wagging Tails Shelter,Andersonview,North Carolina,06/01/24 23:05:29
Carol,Dog,Yorkshire Terrier,2,Cream,Second Chance Animal Shelter,New Samuel,Arizona,06/01/24 23:36:37
Leah,Cat,Persian,6,Brown,Animal Haven Rescue,Kathrynfurt,Arkansas,06/02/24 00:00:33
Carmen,Dog,Beagle,1,Golden,Safe Haven Animal Shelter,Lindachester,Alaska,06/02/24 00:23:23
Tammy,Cat,British Shorthair,5,Red,Furry Companions Shelter,Matthewborough,Idaho,06/02/24 01:42:03
Sarah,Cat,Sphynx,13,Spotted,Loving Paws Rescue,South Jasonview,Delaware,06/02/24 01:45:11
Erin,Dog,German Shepherd,15,Gray,Cuddle Buddies Rescue,New Sherry,Florida,06/02/24 01:46:43
Mark,Cat,Sphynx,2,Gray,Pet Haven Rescue,Jasmineburgh,Arkansas,06/02/24 02:08:19
Jared,Cat,Maine Coon,10,White,Faithful Friends Animal Shelter,West Vanessa,Montana,06/02/24 02:26:49
Stephen,Cat,British Shorthair,15,White,Animal Haven Rescue,Brandonville,Texas,06/02/24 02:39:21
Jeff,Dog,Golden Retriever,9,Brown,Paws and Claws Shelter,New Jean,Missouri,06/02/24 02:43:43
Thomas,Dog,Poodle,1,Blue,Furry Friends Haven,Lake Earlshire,Michigan,06/02/24 02:48:57
David,Dog,Dachshund,5,Red,Second Chance Animal Shelter,Jasonland,Massachusetts,06/02/24 02:52:06
Paul,Cat,Abyssinian,13,White,Wagging Tails Shelter,Carneymouth,Rhode Island,06/02/24 02:56:26
John,Cat,Oriental Shorthair,14,Brown,Faithful Friends Animal Shelter,South Michellefort,Delaware,06/02/24 02:59:02
Toni,Cat,Sphynx,6,Golden,Barks and Meows Haven,West Tracy,Missouri,06/02/24 03:04:32
Mitchell,Dog,German Shepherd,5,Brown,Pawsitive Outcomes Rescue,Shawnmouth,Wisconsin,06/02/24 04:03:55
Melissa,Dog,German Shepherd,12,Blue,Barks and Meows Haven,Nicholasbury,North Dakota,06/02/24 04:31:25
Crystal,Cat,Persian,9,Blue,Safe Haven Animal Shelter,Gracehaven,Kentucky,06/02/24 04:46:08
Michael,Dog,Labrador Retriever,2,Brown,Second Chance Animal Shelter,North Keith,Virginia,06/02/24 05:20:47
